track,metric,latency_kind,ch_label,ch_session,ch_model,c2_label,c2_campaign,c2_model,bench,size_family,ch_best,ch_avg,ch_worst,c2_best,c2_avg,c2_worst,ch_latency,c2_latency,ratio_c2_over_ch,winner,ch_dsp,c2_dsp,note
native_vs_chathls_poly,avg,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,RAG2+noskills,batch_parallel_chathls_fd_ds_rag2_ns_20260717_215344_rag2_ns,DeepSeek,syr2k,hlsfactory,394721,394721,394721,1990797,1990797,1990797,394721,1990797,5.043554814666562,chathls,38,11,xml:kernel_syr2k_csynth.xml
native_vs_chathls_poly,avg,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,RAG2+noskills,batch_parallel_chathls_fd_ds_rag2_ns_20260717_215344_rag2_ns,DeepSeek,syrk,hlsfactory,164241,388881,619281,38471,1351991,2699191,388881,1351991,3.4766188114101744,chathls,11,8,xml:kernel_syrk_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,RAG2+noskills,batch_parallel_chathls_fd_ds_rag2_ns_20260717_215344_rag2_ns,DeepSeek,2mm,hlsfactory,7582,7582,7582,25322,25322,25322,7582,25322,3.339752044315484,chathls,1116,1330,xml:kernel_2mm_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,RAG2+noskills,batch_parallel_chathls_fd_ds_rag2_ns_20260717_215344_rag2_ns,DeepSeek,3mm,hlsfactory,7018,7018,7018,90518,90518,90518,7018,90518,12.89797663151895,chathls,2860,881,xml:kernel_3mm_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,RAG2+noskills,batch_parallel_chathls_fd_ds_rag2_ns_20260717_215344_rag2_ns,DeepSeek,atax,poly_mini,915,915,915,1859,1859,1859,915,1859,2.031693989071038,chathls,16,336,xml:atax_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,RAG2+noskills,batch_parallel_chathls_fd_ds_rag2_ns_20260717_215344_rag2_ns,DeepSeek,bicg,poly_mini,843,843,843,982,982,982,843,982,1.1648873072360617,chathls,16,16,xml:bicg_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,RAG2+noskills,batch_parallel_chathls_fd_ds_rag2_ns_20260717_215344_rag2_ns,DeepSeek,covariance,poly_mini,4926,10750,17022,2937,5114,6290,4926,2937,0.5962241169305724,c2hls,8,44,xml:covariance_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,RAG2+noskills,batch_parallel_chathls_fd_ds_rag2_ns_20260717_215344_rag2_ns,DeepSeek,gemm,poly_mini,902,902,902,1419,1419,1419,902,1419,1.5731707317073171,chathls,271,9160,xml:gemm_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,RAG2+noskills,batch_parallel_chathls_fd_ds_rag2_ns_20260717_215344_rag2_ns,DeepSeek,gemm_blocked,machsuite_64,2097166,2097166,2097166,593986,593986,593986,2097166,593986,0.283232705470144,c2hls,11,77,xml:gemm_blocked_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,RAG2+noskills,batch_parallel_chathls_fd_ds_rag2_ns_20260717_215344_rag2_ns,DeepSeek,gemm_ncubed,machsuite_64,4627,4627,4627,307404,307404,307404,4627,307404,66.43700021612275,chathls,1408,11,xml:gemm_ncubed_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,RAG2+noskills,batch_parallel_chathls_fd_ds_rag2_ns_20260717_215344_rag2_ns,DeepSeek,gesummv,poly_mini,482,482,482,878,878,878,482,878,1.8215767634854771,chathls,20,64,xml:gesummv_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,RAG2+noskills,batch_parallel_chathls_fd_ds_rag2_ns_20260717_215344_rag2_ns,DeepSeek,matmul,poly_mini,660,660,660,53217,53217,53217,660,53217,80.63181818181818,chathls,19974,24,xml:matmul_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,RAG2+noskills,batch_parallel_chathls_fd_ds_rag2_ns_20260717_215344_rag2_ns,DeepSeek,mvt,poly_mini,1234,1234,1234,2149,2149,2149,1234,2149,1.7414910858995138,chathls,16,32,xml:mvt_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,RAG2+noskills,batch_parallel_chathls_fd_ds_rag2_ns_20260717_215344_rag2_ns,DeepSeek,symm,hlsfactory,311596,311596,311596,1057457,21731057,42404657,311596,1057457,3.393679636452329,chathls,30,19,xml:kernel_symm_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,RAG2+noskills,batch_parallel_chathls_fd_ds_rag2_ns_20260717_215344_rag2_ns,DeepSeek,syr2k,hlsfactory,394721,394721,394721,1990797,1990797,1990797,394721,1990797,5.043554814666562,chathls,38,11,xml:kernel_syr2k_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,RAG2+noskills,batch_parallel_chathls_fd_ds_rag2_ns_20260717_215344_rag2_ns,DeepSeek,syrk,hlsfactory,164241,388881,619281,38471,1351991,2699191,164241,38471,0.23423505701986716,c2hls,11,8,xml:kernel_syrk_csynth.xml
native_vs_chathls_poly,worst,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,2mm,hlsfactory,7582,7582,7582,70402,70402,70402,7582,70402,9.285412819836456,chathls,1116,616,xml:kernel_2mm_csynth.xml
native_vs_chathls_poly,worst,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,3mm,hlsfactory,7018,7018,7018,90644,90644,90644,7018,90644,12.915930464519807,chathls,2860,882,xml:kernel_3mm_csynth.xml
native_vs_chathls_poly,worst,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,atax,poly_mini,915,915,915,1897,1897,1897,915,1897,2.073224043715847,chathls,16,336,xml:atax_csynth.xml
native_vs_chathls_poly,worst,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,bicg,poly_mini,843,843,843,1135,1135,1135,843,1135,1.3463819691577699,chathls,16,152,xml:bicg_csynth.xml
native_vs_chathls_poly,worst,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,covariance,poly_mini,4926,10750,17022,6769,7133,7525,17022,7525,0.4420749618141229,c2hls,8,128,xml:covariance_csynth.xml
native_vs_chathls_poly,worst,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,gemm,poly_mini,902,902,902,25405,25405,25405,902,25405,28.165188470066518,chathls,271,20,xml:gemm_csynth.xml
native_vs_chathls_poly,worst,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,gemm_blocked,machsuite_64,2097166,2097166,2097166,256425,256425,256425,2097166,256425,0.12227215203755926,c2hls,11,16,xml:gemm_blocked_csynth.xml
native_vs_chathls_poly,worst,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,gemm_ncubed,machsuite_64,4627,4627,4627,1319077,1319077,1319077,4627,1319077,285.0825588934515,chathls,1408,8,xml:gemm_ncubed_csynth.xml
native_vs_chathls_poly,worst,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,gesummv,poly_mini,482,482,482,1115,1115,1115,482,1115,2.3132780082987554,chathls,20,248,xml:gesummv_csynth.xml
native_vs_chathls_poly,worst,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,matmul,poly_mini,660,660,660,333,333,333,660,333,0.5045454545454545,c2hls,19974,3072,xml:matmul_csynth.xml
native_vs_chathls_poly,worst,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,mvt,poly_mini,1234,1234,1234,2605,2605,2605,1234,2605,2.1110210696920584,chathls,16,16,xml:mvt_csynth.xml
native_vs_chathls_poly,worst,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,symm,hlsfactory,311596,311596,311596,1464001,24859201,48249601,311596,48249601,154.84666362854466,chathls,30,22,xml:kernel_symm_csynth.xml
native_vs_chathls_poly,worst,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,syr2k,hlsfactory,394721,394721,394721,800481,800481,800481,394721,800481,2.0279665890591074,chathls,38,35,xml:kernel_syr2k_csynth.xml
native_vs_chathls_poly,avg,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,2mm,hlsfactory,7582,7582,7582,70402,70402,70402,7582,70402,9.285412819836456,chathls,1116,616,xml:kernel_2mm_csynth.xml
native_vs_chathls_poly,avg,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,3mm,hlsfactory,7018,7018,7018,90644,90644,90644,7018,90644,12.915930464519807,chathls,2860,882,xml:kernel_3mm_csynth.xml
native_vs_chathls_poly,avg,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,atax,poly_mini,915,915,915,1897,1897,1897,915,1897,2.073224043715847,chathls,16,336,xml:atax_csynth.xml
native_vs_chathls_poly,avg,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,bicg,poly_mini,843,843,843,1135,1135,1135,843,1135,1.3463819691577699,chathls,16,152,xml:bicg_csynth.xml
native_vs_chathls_poly,avg,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,covariance,poly_mini,4926,10750,17022,6769,7133,7525,10750,7133,0.6635348837209303,c2hls,8,128,xml:covariance_csynth.xml
native_vs_chathls_poly,avg,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,gemm,poly_mini,902,902,902,25405,25405,25405,902,25405,28.165188470066518,chathls,271,20,xml:gemm_csynth.xml
native_vs_chathls_poly,avg,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,gemm_blocked,machsuite_64,2097166,2097166,2097166,256425,256425,256425,2097166,256425,0.12227215203755926,c2hls,11,16,xml:gemm_blocked_csynth.xml
native_vs_chathls_poly,avg,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,gemm_ncubed,machsuite_64,4627,4627,4627,1319077,1319077,1319077,4627,1319077,285.0825588934515,chathls,1408,8,xml:gemm_ncubed_csynth.xml
native_vs_chathls_poly,avg,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,gesummv,poly_mini,482,482,482,1115,1115,1115,482,1115,2.3132780082987554,chathls,20,248,xml:gesummv_csynth.xml
native_vs_chathls_poly,avg,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,matmul,poly_mini,660,660,660,333,333,333,660,333,0.5045454545454545,c2hls,19974,3072,xml:matmul_csynth.xml
native_vs_chathls_poly,avg,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,mvt,poly_mini,1234,1234,1234,2605,2605,2605,1234,2605,2.1110210696920584,chathls,16,16,xml:mvt_csynth.xml
native_vs_chathls_poly,avg,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,symm,hlsfactory,311596,311596,311596,1464001,24859201,48249601,311596,24859201,79.78023145354882,chathls,30,22,xml:kernel_symm_csynth.xml
native_vs_chathls_poly,avg,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,syr2k,hlsfactory,394721,394721,394721,800481,800481,800481,394721,800481,2.0279665890591074,chathls,38,35,xml:kernel_syr2k_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,2mm,hlsfactory,7582,7582,7582,70402,70402,70402,7582,70402,9.285412819836456,chathls,1116,616,xml:kernel_2mm_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,3mm,hlsfactory,7018,7018,7018,90644,90644,90644,7018,90644,12.915930464519807,chathls,2860,882,xml:kernel_3mm_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,atax,poly_mini,915,915,915,1897,1897,1897,915,1897,2.073224043715847,chathls,16,336,xml:atax_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,bicg,poly_mini,843,843,843,1135,1135,1135,843,1135,1.3463819691577699,chathls,16,152,xml:bicg_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,covariance,poly_mini,4926,10750,17022,6769,7133,7525,4926,6769,1.3741372310190825,chathls,8,128,xml:covariance_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,gemm,poly_mini,902,902,902,25405,25405,25405,902,25405,28.165188470066518,chathls,271,20,xml:gemm_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,gemm_blocked,machsuite_64,2097166,2097166,2097166,256425,256425,256425,2097166,256425,0.12227215203755926,c2hls,11,16,xml:gemm_blocked_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,gemm_ncubed,machsuite_64,4627,4627,4627,1319077,1319077,1319077,4627,1319077,285.0825588934515,chathls,1408,8,xml:gemm_ncubed_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,gesummv,poly_mini,482,482,482,1115,1115,1115,482,1115,2.3132780082987554,chathls,20,248,xml:gesummv_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,matmul,poly_mini,660,660,660,333,333,333,660,333,0.5045454545454545,c2hls,19974,3072,xml:matmul_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,mvt,poly_mini,1234,1234,1234,2605,2605,2605,1234,2605,2.1110210696920584,chathls,16,16,xml:mvt_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,symm,hlsfactory,311596,311596,311596,1464001,24859201,48249601,311596,1464001,4.698394716235125,chathls,30,22,xml:kernel_symm_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+skills,batch_parallel_chathls_fd_ds_rag_20260717_195138_rag_skills,DeepSeek,syr2k,hlsfactory,394721,394721,394721,800481,800481,800481,394721,800481,2.0279665890591074,chathls,38,35,xml:kernel_syr2k_csynth.xml
native_vs_chathls_poly,worst,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+noskills,batch_parallel_chathls_fd_ds_rag_ns_20260718_040145_rag_ns,DeepSeek,3mm,hlsfactory,7018,7018,7018,307576,307576,307576,7018,307576,43.82673126246794,chathls,2860,553,xml:kernel_3mm_csynth.xml
native_vs_chathls_poly,worst,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+noskills,batch_parallel_chathls_fd_ds_rag_ns_20260718_040145_rag_ns,DeepSeek,atax,poly_mini,915,915,915,1288,1288,1288,915,1288,1.4076502732240437,chathls,16,168,xml:atax_csynth.xml
native_vs_chathls_poly,worst,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+noskills,batch_parallel_chathls_fd_ds_rag_ns_20260718_040145_rag_ns,DeepSeek,bicg,poly_mini,843,843,843,1708,1708,1708,843,1708,2.026097271648873,chathls,16,304,xml:bicg_csynth.xml
native_vs_chathls_poly,worst,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+noskills,batch_parallel_chathls_fd_ds_rag_ns_20260718_040145_rag_ns,DeepSeek,covariance,poly_mini,4926,10750,17022,5096,5824,6608,17022,6608,0.3882035013511926,c2hls,8,64,xml:covariance_csynth.xml
native_vs_chathls_poly,worst,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+noskills,batch_parallel_chathls_fd_ds_rag_ns_20260718_040145_rag_ns,DeepSeek,gemm,poly_mini,902,902,902,3251,3251,3251,902,3251,3.604212860310421,chathls,271,40,xml:gemm_csynth.xml
native_vs_chathls_poly,worst,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+noskills,batch_parallel_chathls_fd_ds_rag_ns_20260718_040145_rag_ns,DeepSeek,gemm_blocked,machsuite_64,2097166,2097166,2097166,2719783,2719783,2719783,2097166,2719783,1.2968849390081663,chathls,11,0,xml:gemm_blocked_csynth.xml
native_vs_chathls_poly,worst,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+noskills,batch_parallel_chathls_fd_ds_rag_ns_20260718_040145_rag_ns,DeepSeek,gemm_ncubed,machsuite_64,4627,4627,4627,306388,306388,306388,4627,306388,66.21741949427275,chathls,1408,11,xml:gemm_ncubed_csynth.xml
native_vs_chathls_poly,worst,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+noskills,batch_parallel_chathls_fd_ds_rag_ns_20260718_040145_rag_ns,DeepSeek,gesummv,poly_mini,482,482,482,245,245,245,482,245,0.508298755186722,c2hls,20,16,xml:gesummv_csynth.xml
native_vs_chathls_poly,worst,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+noskills,batch_parallel_chathls_fd_ds_rag_ns_20260718_040145_rag_ns,DeepSeek,matmul,poly_mini,660,660,660,3230,3230,3230,660,3230,4.893939393939394,chathls,19974,96,xml:matmul_csynth.xml
native_vs_chathls_poly,worst,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+noskills,batch_parallel_chathls_fd_ds_rag_ns_20260718_040145_rag_ns,DeepSeek,mvt,poly_mini,1234,1234,1234,499,499,499,1234,499,0.40437601296596437,c2hls,16,320,xml:mvt_csynth.xml
native_vs_chathls_poly,worst,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+noskills,batch_parallel_chathls_fd_ds_rag_ns_20260718_040145_rag_ns,DeepSeek,syrk,hlsfactory,164241,388881,619281,912072,1099272,1294152,619281,1294152,2.089765389217496,chathls,11,11,xml:kernel_syrk_csynth.xml
native_vs_chathls_poly,avg,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+noskills,batch_parallel_chathls_fd_ds_rag_ns_20260718_040145_rag_ns,DeepSeek,3mm,hlsfactory,7018,7018,7018,307576,307576,307576,7018,307576,43.82673126246794,chathls,2860,553,xml:kernel_3mm_csynth.xml
native_vs_chathls_poly,avg,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+noskills,batch_parallel_chathls_fd_ds_rag_ns_20260718_040145_rag_ns,DeepSeek,atax,poly_mini,915,915,915,1288,1288,1288,915,1288,1.4076502732240437,chathls,16,168,xml:atax_csynth.xml
native_vs_chathls_poly,avg,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+noskills,batch_parallel_chathls_fd_ds_rag_ns_20260718_040145_rag_ns,DeepSeek,bicg,poly_mini,843,843,843,1708,1708,1708,843,1708,2.026097271648873,chathls,16,304,xml:bicg_csynth.xml
native_vs_chathls_poly,avg,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+noskills,batch_parallel_chathls_fd_ds_rag_ns_20260718_040145_rag_ns,DeepSeek,covariance,poly_mini,4926,10750,17022,5096,5824,6608,10750,5824,0.5417674418604651,c2hls,8,64,xml:covariance_csynth.xml
native_vs_chathls_poly,avg,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+noskills,batch_parallel_chathls_fd_ds_rag_ns_20260718_040145_rag_ns,DeepSeek,gemm,poly_mini,902,902,902,3251,3251,3251,902,3251,3.604212860310421,chathls,271,40,xml:gemm_csynth.xml
native_vs_chathls_poly,avg,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+noskills,batch_parallel_chathls_fd_ds_rag_ns_20260718_040145_rag_ns,DeepSeek,gemm_blocked,machsuite_64,2097166,2097166,2097166,2719783,2719783,2719783,2097166,2719783,1.2968849390081663,chathls,11,0,xml:gemm_blocked_csynth.xml
native_vs_chathls_poly,avg,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+noskills,batch_parallel_chathls_fd_ds_rag_ns_20260718_040145_rag_ns,DeepSeek,gemm_ncubed,machsuite_64,4627,4627,4627,306388,306388,306388,4627,306388,66.21741949427275,chathls,1408,11,xml:gemm_ncubed_csynth.xml
native_vs_chathls_poly,avg,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+noskills,batch_parallel_chathls_fd_ds_rag_ns_20260718_040145_rag_ns,DeepSeek,gesummv,poly_mini,482,482,482,245,245,245,482,245,0.508298755186722,c2hls,20,16,xml:gesummv_csynth.xml
native_vs_chathls_poly,avg,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+noskills,batch_parallel_chathls_fd_ds_rag_ns_20260718_040145_rag_ns,DeepSeek,matmul,poly_mini,660,660,660,3230,3230,3230,660,3230,4.893939393939394,chathls,19974,96,xml:matmul_csynth.xml
native_vs_chathls_poly,avg,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+noskills,batch_parallel_chathls_fd_ds_rag_ns_20260718_040145_rag_ns,DeepSeek,mvt,poly_mini,1234,1234,1234,499,499,499,1234,499,0.40437601296596437,c2hls,16,320,xml:mvt_csynth.xml
native_vs_chathls_poly,avg,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+noskills,batch_parallel_chathls_fd_ds_rag_ns_20260718_040145_rag_ns,DeepSeek,syrk,hlsfactory,164241,388881,619281,912072,1099272,1294152,388881,1099272,2.8267567713516475,chathls,11,11,xml:kernel_syrk_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+noskills,batch_parallel_chathls_fd_ds_rag_ns_20260718_040145_rag_ns,DeepSeek,3mm,hlsfactory,7018,7018,7018,307576,307576,307576,7018,307576,43.82673126246794,chathls,2860,553,xml:kernel_3mm_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+noskills,batch_parallel_chathls_fd_ds_rag_ns_20260718_040145_rag_ns,DeepSeek,atax,poly_mini,915,915,915,1288,1288,1288,915,1288,1.4076502732240437,chathls,16,168,xml:atax_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+noskills,batch_parallel_chathls_fd_ds_rag_ns_20260718_040145_rag_ns,DeepSeek,bicg,poly_mini,843,843,843,1708,1708,1708,843,1708,2.026097271648873,chathls,16,304,xml:bicg_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+noskills,batch_parallel_chathls_fd_ds_rag_ns_20260718_040145_rag_ns,DeepSeek,covariance,poly_mini,4926,10750,17022,5096,5824,6608,4926,5096,1.034510759236703,chathls,8,64,xml:covariance_csynth.xml
native_vs_chathls_poly,best,csynth,ChatHLS native,hybrid-u280-split-20260717-001649,DeepSeek,scrape+noskills,batch_parallel_chathls_fd_ds_rag_ns_20260718_040145_rag_ns,DeepSeek,gemm,poly_mini,902,902,902,3251,3251,3251,902,3251,3.604212860310421,chathls,271,40,xml:gemm_csynth.xml
